Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value
CHEMBL4068808,,None,327.77,0,3.24,CN1N=C(c2ccc(/N=C/c3cccc(Cl)c3)cc2)OCC1=O,IC50,'>',100000,nM,
CHEMBL165,RESVERATROL,3,228.25,0,2.97,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,IC50,'=',15700,nM,4.8
CHEMBL518935,,None,454.48,1,5.65,Oc1ccc([C@H]2Oc3ccc(/C=C/c4cc(O)cc(O)c4)cc3[C@@H]2c2cc(O)cc(O)c2)cc1,IC50,'=',8930,nM,5.05
CHEMBL4552841,,None,590.72,2,8.67,CC(C)=CCc1c(O)cc(/C=C/c2ccc3c(c2)[C@H](c2cc(O)c(CC=C(C)C)c(O)c2)[C@@H](c2ccc(O)cc2)O3)cc1O,IC50,'=',2600,nM,5.58
CHEMBL3965783,,None,380.49,0,3.53,O=C(/C=C/c1ccc(O)cc1O)NCCC1CCN(Cc2ccccc2)CC1,IC50,'=',5500,nM,5.26
CHEMBL4214605,,None,2250.72,None,None,CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)C(=O)N[C@H]1CCCCNC(=O)CC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC1=O,IC50,'>',100000,nM,
CHEMBL1179,,None,133.19,0,1.5,N[C@@H]1C[C@H]1c1ccccc1,IC50,'=',7500,nM,5.12
CHEMBL3127971,,None,406.53,0,4.95,Cn1c(C(=O)O)cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc21,IC50,'>',100000,nM,
CHEMBL502,DONEPEZIL,4,379.5,0,4.36,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',850000,nM,
CHEMBL3121865,,None,304.34,0,3.54,CCCCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,IC50,'=',66.1,nM,7.18
CHEMBL3093214,,None,451.53,0,-0.01,Cn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(Cc3ccccc3)CC2)n(C)c1=O,IC50,'>',10000,nM,
CHEMBL3093237,,None,394.26,0,2.15,Cn1c(=O)c2c(nc3n2CCCN3Cc2cc(Cl)cc(Cl)c2)n(C)c1=O,IC50,'>',10000,nM,
CHEMBL3291021,,None,226.28,0,2.01,C#CCN(C)Cc1ccc(O)c2ncccc12,IC50,'=',37,nM,7.43
CHEMBL3948027,,None,260.26,0,3.31,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1O,IC50,'=',3700,nM,5.43
CHEMBL1945157,,None,270.26,0,3.51,O=c1ccoc2ccc(OCc3ccc(F)cc3)cc12,IC50,'=',13590,nM,4.87
CHEMBL3741418,,None,288.73,0,3.88,O=C1CCOc2cc(OCc3ccc(Cl)cc3)ccc21,IC50,'>',100000,nM,
CHEMBL4573381,,None,380.92,0,3.41,Cc1ccc(-c2cccc(S(=O)(=O)c3cnc(CN)s3)c2)cc1.Cl,IC50,'=',27000,nM,4.57
CHEMBL4451663,,None,474.44,0,2.8,CN(C)C(=O)c1cc(-c2ccccc2)cc(S(=O)(=O)c2cnc(CN)s2)c1.Cl.Cl,IC50,'>',100000,nM,
CHEMBL3651151,,None,295.38,0,3.66,CC(N[C@H]1CC1c1ccccc1)c1ccc2c(c1)OCCO2,IC50,'=',16000,nM,4.8
CHEMBL4446532,,None,225.34,0,3.05,C#CCN1CCC(/C=C\c2ccccc2)CC1,IC50,'=',168.8,nM,6.77
CHEMBL4581765,,None,250.35,0,2.92,C#CCN1CCC(/C=C/c2ccc(C#N)cc2)CC1,IC50,'=',129064,nM,
CHEMBL4168915,,None,383.92,1,5.01,C#CCNC1CCc2c(OCCCOc3cc(C)c(Cl)c(C)c3)cccc21,IC50,'>',60000,nM,
CHEMBL4593138,,None,283.33,0,3.05,Cc1cc(-c2ccc(N)cc2)c(O)c2c1C[C@@H](C)OC2=O,IC50,'=',800,nM,6.1
CHEMBL4466358,,None,235.28,0,1.87,Cc1cc(N(C)C)c(O)c2c1C[C@@H](C)OC2=O,IC50,'=',13600,nM,4.87
CHEMBL4435462,,None,217.22,0,1.67,Cc1cc(C#N)c(O)c2c1C[C@@H](C)OC2=O,IC50,'>',50000,nM,
CHEMBL4475937,,None,194.19,0,1.2,C[C@@H]1Cc2c(O)ccc(O)c2C(=O)O1,IC50,'=',17100,nM,4.77
CHEMBL4534960,,None,192.21,0,1.8,COc1cccc2c1C(=O)O[C@H](C)C2,IC50,'>',50000,nM,
CHEMBL3735901,,None,461.95,0,4.89,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2cn(C(=O)OCc3ccccc3)c3ccccc23)cc1,IC50,'=',460,nM,6.34
CHEMBL3736264,,None,411.89,0,3.74,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccn(C(=O)OCc3ccccc3)c2)cc1,IC50,'=',110,nM,6.96
CHEMBL887,RASAGILINE,4,171.24,0,1.9,C#CCN[C@@H]1CCc2ccccc21,IC50,'=',2340000,nM,
CHEMBL4202590,,None,297.38,0,3.99,Cc1ccc(NC(=S)Nc2ccc3[nH]ccc3c2)c(O)c1,IC50,,,,
CHEMBL4087905,,None,336.44,0,3.4,O=C1CCc2ccc(OCCCN3CCc4ccccc4C3)cc2N1,IC50,'=',8600,nM,5.07
CHEMBL1929421,,None,443.64,1,5.31,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,IC50,'=',5.44,nM,8.26
CHEMBL4529704,,None,192.27,0,0.41,C#CCN(C)CCc1cn(CC)nn1,IC50,'=',553500,nM,
CHEMBL165,RESVERATROL,3,228.25,0,2.97,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,IC50,,,,
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,,,,
CHEMBL5172934,,None,257.34,1,5.16,Cc1ccc2nc3c(ccc4ccccc43)c(C)c2c1,IC50,'=',95100,nM,4.02
CHEMBL4580662,,None,407.51,0,4.19,Cc1c(C)c2ccc(OCC3CCN(Cc4ccc(CO)cc4)CC3)cc2oc1=O,IC50,'=',1400,nM,5.85
CHEMBL4444102,,None,282.34,0,2.88,Cn1c(=O)[nH]c2cc(OCCCc3ccccc3)ccc21,IC50,,,,
CHEMBL4800467,,None,316.44,0,2.95,CCN(C)C(=O)OCC1CCN(C2Cc3ccccc3C2)CC1,IC50,'>',100000,nM,
CHEMBL4792299,,None,139.2,0,0.08,C#CCN1CCC(O)CC1,IC50,'>',100000,nM,
CHEMBL5093633,,None,348.38,0,4.49,Cc1ccc(-c2cc(/C=C/c3ccc(C(=O)NO)cc3)ccn2)c(F)c1,IC50,'>',100000,nM,
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',2.9,nM,8.54
CHEMBL3586610,,None,486.4,1,5.15,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cccc(Cl)c1.Cl,IC50,'=',13000,nM,4.89
CHEMBL4084286,,None,382.38,1,5.17,CCCCCCCC1OC(=O)c2cc(-n3nc(C(F)(F)F)cc3O)ccc21,IC50,'=',8570,nM,5.07
CHEMBL887,RASAGILINE,4,171.24,0,1.9,C#CCN[C@@H]1CCc2ccccc21,IC50,'=',710,nM,6.15
CHEMBL4450374,,None,283.33,0,3.05,Cc1cc(-c2cccc(N)c2)c(O)c2c1C[C@@H](C)OC2=O,IC50,'=',200,nM,6.7
CHEMBL673,PARGYLINE,4,159.23,0,1.75,C#CCN(C)Cc1ccccc1,IC50,,,,
CHEMBL4586304,,None,263.29,0,1.5,Cc1cc(C(=O)N(C)C)c(O)c2c1C[C@@H](C)OC2=O,IC50,'>',50000,nM,
CHEMBL4532802,,None,327.38,0,3.42,COc1ccc(NCc2cc(C)c3c(c2O)C(=O)O[C@H](C)C3)cc1,IC50,'=',4400,nM,5.36
CHEMBL4451312,,None,222.24,0,1.29,Cc1cc(CO)c(O)c2c1C[C@@H](C)OC2=O,IC50,'=',19200,nM,4.72
CHEMBL4168191,,None,592.75,2,6.28,Cc1ccc(NC(=S)N/N=C/c2ccc(-n3nc4c(c3-c3ccccc3)N(C)S(=O)(=O)c3ccccc3-4)cc2)c(C)c1,IC50,'=',9150,nM,5.04
CHEMBL972,SELEGILINE,4,187.29,0,2.18,C#CCN(C)[C@H](C)Cc1ccccc1,IC50,'=',68730,nM,4.16
CHEMBL4539746,,None,265.31,0,3.71,Cc1ccc(NCc2coc3ccccc3c2=O)cc1,IC50,'=',94297,nM,4.03
CHEMBL4862167,,None,278.31,0,3.97,COc1ccc(/C=C/c2coc3ccccc3c2=O)cc1,IC50,'>',100000,nM,
CHEMBL4872807,,None,308.33,0,3.98,COc1ccc(/C=C/c2coc3ccccc3c2=O)cc1OC,IC50,'=',33000,nM,4.48
CHEMBL887,RASAGILINE,4,171.24,0,1.9,C#CCN[C@@H]1CCc2ccccc21,IC50,'=',2340,nM,5.63
CHEMBL4176733,,None,373.49,0,4.73,N#Cc1ccc(-c2csc(N/N=C/c3ccc(N4CCCC4)cc3)n2)cc1,IC50,'=',66317,nM,4.18
CHEMBL4469103,,None,373.84,0,1.15,Cn1c(=O)c2c(nc3n2CCN(CCc2cccc(Cl)c2)C3)n(C)c1=O,IC50,'>',10000,nM,
CHEMBL483526,,None,272.26,0,2.67,COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,IC50,'=',1710,nM,5.77
CHEMBL44,GENISTEIN,2,270.24,0,2.58,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,'=',3900,nM,5.41
CHEMBL4852803,,None,256.35,0,3.05,Cc1c(C(=O)CC2CCNCC2)[nH]c2ccccc12,IC50,'=',82500,nM,4.08
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',50,nM,7.3
CHEMBL4061639,,None,303.72,0,3.62,Cn1ncc2cc(C(=O)Nc3ccc(F)c(Cl)c3)ccc21,IC50,'=',0.6607,nM,9.18
CHEMBL4091433,,None,297.29,0,2.38,O=C1COC(c2ccc(/N=C/c3cccc(F)c3)cc2)=NN1,IC50,'>',100000,nM,
CHEMBL3215298,ABAMECTIN,3,1732.15,None,None,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,IC50,,,,
CHEMBL188921,BUFLOMEDIL,4,307.39,0,2.77,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,IC50,,,,
CHEMBL4852596,,None,443.53,0,3.01,O=C(Cn1c(=O)c(Cc2ccccc2)nc2ccccc21)NNC(=S)Nc1ccccc1,IC50,'=',5.413,nM,8.27
CHEMBL4862110,,None,380.4,0,1.76,CCOC(=O)NNC(=O)Cn1c(=O)c(Cc2ccccc2)nc2ccccc21,IC50,'=',11.95,nM,7.92
CHEMBL4454278,,None,397.9,1,5.11,Cc1c(C)c2ccc(OC3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,IC50,'=',1590,nM,5.8
CHEMBL4439320,,None,431.94,0,4.84,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccc(F)cc4)C3)cc2oc1=O.Cl,IC50,'=',1110,nM,5.96
CHEMBL4875710,,None,321.38,0,4.04,COc1ccc2occ(/C=C/c3ccc(N(C)C)cc3)c(=O)c2c1,IC50,'=',59000,nM,4.23
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',4.9,nM,8.31
CHEMBL4857247,,None,343.85,0,4.1,COc1ccc(CNC2CC23CCc2ccccc23)c(Cl)c1OC,IC50,'=',5000,nM,5.3
CHEMBL4798907,,None,276.38,0,2.74,CCN(C)C(=O)OC1CCN(Cc2ccccc2)CC1,IC50,'>',100000,nM,
CHEMBL4792310,,None,316.45,0,2.95,CCN(C)C(=O)OCC1CCCN(C2Cc3ccccc3C2)C1,IC50,'>',100000,nM,
CHEMBL4279111,,None,287.16,1,5.17,Cc1ccc2oc(-c3ccc(Br)cc3)cc2c1,IC50,'>',100000,nM,
CHEMBL4290453,,None,208.26,0,4.41,Cc1ccc2oc(-c3ccccc3)cc2c1,IC50,'>',100000,nM,
CHEMBL1643182,,None,194.23,0,4.1,c1ccc(-c2cc3ccccc3o2)cc1,IC50,'>',100000,nM,
CHEMBL3398533,,None,291.74,0,4.24,Cn1c(-c2ccccc2)c(Cl)c2cc(C#N)c(C#N)cc21,IC50,'=',142,nM,6.85
CHEMBL3398530,,None,307.74,0,4.24,COc1ccc(-c2[nH]c3cc(C#N)c(C#N)cc3c2Cl)cc1,IC50,'=',4,nM,8.4
CHEMBL3264953,,None,296.4,0,4.27,,,,,,
CHEMBL3394501,,None,379.46,0,2.71,Cc1ccc(C2=NN(C(=O)CN3CCOCC3)C(c3ccccc3O)C2)cc1,IC50,'=',20010,nM,4.7
CHEMBL4754874,,None,326.98,0,3.41,Brc1ccc2c(c1)nn1cc(Br)cnc21,IC50,'>',100000,nM,
CHEMBL4060152,,None,314.73,0,3.56,O=C1COC(c2ccc(/N=N/c3ccc(Cl)cc3)cc2)=NN1,IC50,'>',100000,nM,
CHEMBL4090812,,None,519.67,2,5.6,CCOCc1cccc(NC(=O)c2cc3sccc3n2C)c1COc1ccc(OC[C@@H]2CCNC2)cc1,IC50,'=',41300,nM,4.38
CHEMBL4074578,,None,410.43,0,3.51,C#CCn1c(-c2ccc(C(=O)N/N=C/c3cc(O)cc(O)c3)cc2)nc2ccccc21,IC50,'=',19606,nM,4.71
CHEMBL4102310,,None,384.46,0,4.16,C#CCn1c(-c2ccc(C(=O)N/N=C/c3cccs3)cc2)nc2ccccc21,IC50,'>=',1000000,nM,
CHEMBL3747269,,None,267.72,0,3.77,Cn1c(-c2cccnc2)c(C#N)c2ccc(Cl)cc21,IC50,'=',210,nM,6.68
CHEMBL4299307,,None,3617.22,None,None,CC(C)C[C@@H](NC(=O)[C@@H](CCCNN)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CCCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(N)=O)C(C)C,IC50,'>',30000,nM,
CHEMBL3967071,,None,237.37,0,1.86,NC1CCC(N[C@H]2C[C@@H]2c2cncs2)CC1,IC50,'>',100000,nM,
CHEMBL4111141,,None,443.56,1,5.16,N[C@@H]1CCN(C2CCC(N[C@H]3C[C@@H]3c3ccc(-c4cccc(C(F)(F)F)c4)cc3)CC2)C1,IC50,'=',5580,nM,5.25
CHEMBL4111253,,None,354.47,0,4.12,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3ccccc3F)cc2)CC1,IC50,'=',13560,nM,4.87
CHEMBL4791225,,None,381.43,0,1.6,CC(=O)NC[C@@H]1OC(=O)N2c3cc(F)c(N4CCSCC4)cc3OC[C@@H]12,IC50,'=',44800,nM,4.35
CHEMBL4788708,,None,397.43,0,0.62,CC(=O)NC[C@@H]1OC(=O)N2c3cc(F)c(N4CC[S+]([O-])CC4)cc3OC[C@@H]12,IC50,'>',100000,nM,
CHEMBL255231,LADOSTIGIL,2,272.35,0,2.35,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,IC50,'>',100000,nM,
CHEMBL4545912,,None,312.46,0,3.15,C#CCNC1CCc2cc(OCCCN3CCCCC3)ccc21,IC50,'>',10000,nM,
CHEMBL4578638,,None,268.32,0,2.49,Cn1c(=O)[nH]c2cc(OCCc3ccccc3)ccc21,IC50,,,,
CHEMBL1766561,,None,267.28,0,2.63,Nc1cc(/C=C2\COc3ccccc3C2=O)ccc1O,IC50,'=',1440,nM,5.84
CHEMBL4096153,,None,357.5,0,2.9,O=C1CCc2ccc(OCCCN3CCC(N4CCCC4)CC3)cc2N1,IC50,'=',9600,nM,5.02
CHEMBL4091608,,None,378.52,0,4.57,O=C1CCc2ccc(OCCCCCCN3CCc4ccccc4C3)cc2N1,IC50,'=',3400,nM,5.47
CHEMBL4094660,,None,350.46,0,3.79,O=C1CCc2ccc(OCCCCN3CCc4ccccc4C3)cc2N1,IC50,'=',4900,nM,5.31
CHEMBL4103245,,None,316.45,0,3.61,O=C1CCc2ccc(OCCCCCN3CCCCC3)cc2N1,IC50,'=',8400,nM,5.08
CHEMBL4094097,,None,316.45,0,3.61,O=C1CCc2ccc(OCCCCCCN3CCCC3)cc2N1,IC50,'=',1300,nM,5.89
CHEMBL541474,,None,243.29,0,1.51,O=C1NC(=S)N/C1=C\c1c[nH]c2ccccc12,IC50,'=',14333,nM,4.84
CHEMBL508657,ISOPLYSIN A,None,254.29,0,1.56,C/N=C1\NC(=O)/C(=C\c2c[nH]c3ccccc23)N1C,IC50,'=',3075,nM,5.51
CHEMBL2058153,,None,305.13,0,1.93,N=C1NC(=O)/C(=C/c2c[nH]c3cc(Br)ccc23)N1,IC50,'=',3683,nM,5.43
CHEMBL4174105,,None,315.41,0,0.69,C#CCNCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,IC50,'=',4327,nM,5.36
CHEMBL2088322,,None,409.31,0,2.07,Cn1c(=O)c2c(nc(CCSc3ccc(Br)cc3)n2C)n(C)c1=O,IC50,'=',117000,nM,
CHEMBL2088312,,None,334.38,0,1.4,Cn1c(=O)c2c(nc(CSc3cccc(F)c3)n2C)n(C)c1=O,IC50,'=',50100,nM,4.3
CHEMBL2088314,,None,346.41,0,1.27,COc1cccc(SCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,IC50,'=',41300,nM,4.38
CHEMBL2088315,,None,360.44,0,1.66,CCOc1cccc(SCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,IC50,'=',44700,nM,4.35
CHEMBL2088305,,None,330.34,0,0.56,COc1cccc(OCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,IC50,,,,
CHEMBL2088308,,None,318.31,0,0.69,Cn1c(=O)c2c(nc(COc3ccc(F)cc3)n2C)n(C)c1=O,IC50,'=',8220,nM,5.08
CHEMBL4240336,,None,419.26,0,2.69,O=C1NC(=S)N(c2ccc(Br)cc2)C(=O)C1=Cc1ccc(O)c(O)c1,IC50,'=',72520,nM,4.14
CHEMBL4783379,,None,272.35,0,2.58,C#CCN1CCCC(COC(=O)Nc2ccccc2)C1,IC50,'>',100000,nM,
CHEMBL4789240,,None,224.3,0,1.17,C#CCN1CCCC(OC(=O)N(C)CC)C1,IC50,'>',100000,nM,
CHEMBL4796237,,None,191.27,0,1.64,OC1CCN(Cc2ccccc2)CC1,IC50,'>',100000,nM,
CHEMBL4797900,,None,231.34,0,1.86,OCC1CCN(C2Cc3ccccc3C2)CC1,IC50,'>',100000,nM,
CHEMBL4168112,,None,520.62,1,4.45,Cc1c2c(nn1-c1ccc(/C=N/NC(=S)Nc3ccccc3F)cc1)-c1ccccc1S(=O)(=O)N2C,IC50,'=',1420,nM,5.85
CHEMBL4160919,,None,426.53,0,2.15,Cc1c2c(nn1-c1ccc(/C=N/NC(N)=S)cc1)-c1ccccc1S(=O)(=O)N2C,IC50,'=',31200,nM,4.51
CHEMBL4164321,,None,599.14,2,6.32,CN1c2c(nn(-c3ccc(/C=N/NC(=S)Nc4cccc(Cl)c4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,IC50,'=',7730,nM,5.11
CHEMBL4164511,,None,488.6,0,3.51,CN1c2c(nn(-c3ccc(/C=N/NC(N)=S)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,IC50,'=',970,nM,6.01
CHEMBL4166776,,None,257.76,0,2.95,Cl.N[C@@H]1[C@H]2Cc3cc(-c4ccccc4)ccc3[C@@H]12,IC50,,,,
CHEMBL4160042,,None,278.83,0,1.91,Cl.c1ccc2c(c1)C[C@@H]1[C@@H](NCC3CCNCC3)[C@H]21,IC50,,,,
CHEMBL4166129,,None,278.83,0,2.18,Cl.N[C@H]1CC[C@@H](N[C@@H]2[C@H]3Cc4ccccc4[C@H]32)CC1,IC50,'>',100000,nM,
CHEMBL3735202,,None,265.23,0,3.93,O=C(/C=C/c1ccc(C(F)(F)F)cc1)c1ccc[nH]1,IC50,'=',3810,nM,5.42
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',4.5,nM,8.35
CHEMBL3780374,,None,373.84,0,2.71,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2cccc(N3CCOC3=O)c2)cc1,IC50,'=',90.5,nM,7.04
CHEMBL3906257,,None,230.35,0,2.4,NC1CCC(N[C@@H]2C[C@H]2c2ccccc2)CC1,IC50,'>',100000,nM,
CHEMBL8706,CLORGILINE,-1,272.18,0,3.33,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,IC50,'=',4.46,nM,8.35
CHEMBL4876641,,None,543.75,2,6.88,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,IC50,'=',37800,nM,4.42
CHEMBL2058706,,None,319.16,0,1.98,C/N=C1\NC(=O)/C(=C/c2c[nH]c3c(Br)cccc23)N1,IC50,'=',3900,nM,5.41
CHEMBL512332,METHYLAPLYSINOPSIN,None,268.32,0,1.9,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3ccccc23)N1C,IC50,'=',98,nM,7.01
CHEMBL2058421,,None,254.29,0,1.56,C/N=C1/N/C(=C\c2c[nH]c3ccccc23)C(=O)N1C,IC50,'=',5817,nM,5.24
CHEMBL2058422,,None,333.19,0,2.32,C/N=C1/N/C(=C\c2c[nH]c3cccc(Br)c23)C(=O)N1C,IC50,'=',5475,nM,5.26
CHEMBL2058152,,None,305.13,0,1.93,N=C1NC(=O)/C(=C/c2c[nH]c3ccc(Br)cc23)N1,IC50,'=',5867,nM,5.23
CHEMBL4294875,,None,231.3,0,3.04,CCN(CC)C(=O)Nc1ccc2cc[nH]c2c1,IC50,'=',20370,nM,4.69
CHEMBL3218161,,None,333.42,1,5.39,C/C(=N\Nc1nc(-c2ccc3ccccc3c2)cs1)c1ccco1,IC50,'=',1770,nM,5.75
CHEMBL4176702,,None,383.5,0,4.57,Nc1ccccc1NC(=O)/C=C/c1ccc(CNC2CC2c2ccccc2)cc1,IC50,'=',36890,nM,4.43
CHEMBL313833,TRANYLCYPROMINE,None,133.19,0,1.5,NC1CC1c1ccccc1,IC50,'=',4720,nM,5.33
CHEMBL4216146,,None,363.41,0,3.32,C#CCN(CCOc1ccc2ccc(=O)oc2c1)Cc1ccc(OC)cc1,IC50,'=',55050,nM,4.26
CHEMBL3800179,,None,303.32,0,2.6,COn1c(-c2ccccc2)c(CO)c2cc(C#N)c(C#N)cc21,IC50,'=',4990,nM,5.3
CHEMBL4205890,,None,333.39,0,3.31,C#CCN(CCOc1ccc2ccc(=O)oc2c1)Cc1ccccc1,IC50,'=',89500,nM,4.05
CHEMBL3415805,,None,227.76,0,2.33,C#CCN(C)CC(=C)c1cccs1.Cl,IC50,'=',3.4,nM,8.47
CHEMBL3415800,,None,305.33,0,2.27,C#CCN(C)CC(=C)c1cccc(OC)c1.O=C(O)C(=O)O,IC50,'=',65,nM,7.19
CHEMBL3781125,,None,423.39,0,2.51,CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2)CC1.Cl.Cl,IC50,'=',726.3,nM,6.14
CHEMBL3780542,,None,523.03,0,4.34,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccc(N3CCOCC3)c(NC(=O)OCc3ccccc3)c2)cc1,IC50,'=',193.1,nM,6.71
CHEMBL3651137,,None,267.37,0,3.65,COc1ccc(CN[C@H]2CC2c2ccccc2)c(C)c1,IC50,'=',10000,nM,5
CHEMBL2062882,,None,349.18,0,3.31,O=C1CC(O)Oc2ccc(OCc3cccc(Br)c3)cc21,IC50,'=',1530,nM,5.82
CHEMBL3771110,,None,260.72,0,4.12,CC(=O)c1cccc(OCc2ccc(Cl)cc2)c1,IC50,'=',39700,nM,4.4
CHEMBL3416427,,None,288.78,0,2.75,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccccc2)cc1,IC50,'=',24,nM,7.62
CHEMBL3299038,,None,207.28,0,1.94,CC1=C(/C=N/NC(N)=O)C(C)(C)CC=C1,IC50,'=',164000,nM,
CHEMBL3299040,,None,237.37,0,2.45,CC1=C(/C=N/N(C)C(N)=S)C(C)(C)CC=C1,IC50,'=',93200,nM,4.03
CHEMBL3652425,,None,289.31,0,4.23,Fc1ccc(-c2ccc3cc(-n4ccnc4)ccc3n2)cc1,IC50,'=',10000,nM,5
CHEMBL3787484,,None,357.48,0,3.33,Cc1ncc(NC(=O)c2cccc([C@@H]3C[C@H]3NC3CCOCC3)c2)s1,IC50,'>',10000,nM,
CHEMBL4204002,,None,389.5,0,4.82,C#CCN(CCCOc1ccc2ccc(=O)oc2c1)Cc1ccc(C(C)C)cc1,IC50,'=',77440,nM,4.11
CHEMBL3651091,,None,241.31,0,3.47,Fc1ccc(CN[C@H]2CC2c2ccccc2)cc1,IC50,'=',10000,nM,5
CHEMBL4160334,,None,384.51,0,0.72,C#CCN1CCN(Cc2cn(-c3cc(NC(=S)NCC)ncn3)cn2)CC1,IC50,'>',50000,nM,
CHEMBL4170367,,None,278.83,0,2.18,Cl.N[C@H]1CC[C@H](N[C@H]2[C@H]3Cc4ccccc4[C@H]32)CC1,IC50,'>',100000,nM,
